landfill	is	source
characteristic	is	when passed
vibrations	is in	water
hibernation	is	used
excretory system	removes	waste
medicine	can cause	people
down feathers	are	thermal energy insulator
something	is	raw material comes directly
wind	cause	rain
something	is	raw material comes
large fins	can	can used
safety goggles	protecting eyes during	experiments
oxygen	is in	blood
inherited characteristic	is	when copied from parent
consumers	eat	other organisms
reactions	cause	chemical change
animal	on	health
resistance	will increase as	thickness
processes	sometimes produce	waste products
inherited characteristic	is copied by	DNA
animal	will fly as	weight decreases
trait	will	will visible
object	will appear as	distance decreases
organisms	can	can preserved in rock
crust	is layer of	Earth
magnetism	is	used
decrease	has	impact
nutrients	are	source
migration	is	behavior
recycling resources	has	positive impact
something	absorbs	something then
vehicle	passing	inherited characteristics from parent
runoff	contains	fertilizer
something	is	required
available water	is in	environment
force	causes	speed of object
canyon	is	made
animal	might	then might killed
heart	is	made
winter occurs	is	tilted
object	reflects	more light then
leaf	absorbs	sunlight
riverbank	is	made
system	is	electric
organisms	live in	warm climates
seed dispersal	is	moved
amount	will increase as	distance decreases
evaporation	causes	amount of water
sun	is	source
conductor	is plugged into	outlet
object	is	seen
changing	whole into	pieces
new season	occurs per	three months
cropland water	bodies of	water
grey clouds	appear before	precipitation
skin	is	used
condensation	is	stage
Sun	is star	closest
bulb	requires	electrical energy
moon	reflects	sunlight towards Earth
oceans	contains	most
mass	is	measure
seasonal changes	are made in	response
ecosystem	become	overpopulated
sun	appear	move during day
animals	live in	arctic environment
something	has	same color
fish	lay	eggs
things	require water for	survival
phloem	transports materials through	plant
balloon	contains	gas
object	be	observed
resistance	will increase as	thickness of object increases
cylinder	measure	volume
characteristic	is	copied to offspring by DNA
electrical insulator	slows	flow
cylinder	measure	volume of object
looking	causes	harm
energy	produce	light
switch	stop flow in	electrical circuit
two object	has	surfaces
shelter	can protect animals from	weather
metal	is	energy conductor
object	stay in	same place
object	be	seen
environments	being	covered
changes	is in	environment
temperatures	cause	organism 's energy levels
water	nutrients to	parts
soil	is renewable resource for	plants
grass snakes	live in	grass
refracting sunlight	split into	different colors
nuclear reactions	is in	stars
oil	leak into	water
remora fish	eat	food
system	is	made
Louis Pasteur	invented	pasteurization
recycling resources	has	impact on conservation
protein	is used by	body
resistance	will increase as	thickness of object increases
system	takes in	oxygen
seasons	change to	fall
stars	appear	move during night
polar bear	requires	environment
burning oil	is source of	pollution
meters m	are	unit used
inherited characteristic	is copied to	offspring
electromagnet	contains	metal
characteristic	is copied by	DNA
animal	usually requires	body temperature
ecosystem	contains	numbers of organisms
something	is	raw material
toaster	converts	electrical energy
magnet	is attracted to	metal
water vapor	is kind above	100 degrees
number	can	can used
recycling resources	has	impact
barometer	is	used
seismograph	measuring	size of earthquake
paper clip	is	often made
alternative fuel	is	usually resource
temperature	is in	environment
wax	is	electrical energy
system	sends observations in	form
freezing	means	changing from liquid
example	is	clay mixed together
largest organ	is in	human body
cavern	is formed by	acid
coal	is	used
camouflage	hiding by	animals
oven	is	source
producer	is kind of	role
friction	stopping vehicle by	brakes
temperature	is in	environment
clear weather	means	sunny weather
cold environments	contain	few organisms
ruler	is	used
sun	is	source
example	is reducing	amount
substances	chemically causes	chemical reactions
different moon phase	occurs per	week
Earth	is planet	third
energy	is	inexhaustible
adult animals	lay	eggs
amount	is in	soil
fossil fuels	are formed by	organisms
Earth	contains	many ecosystems
something	is	same color
lake	damming	river
inherited characteristic	is	when passed
color	is	inherited
Matter	has	variable volume
changes	peat through	heat in swamp
alternative fuel	is	renewable resource
plant	absorbs carbon dioxide from	air
canyons	flowing over	periods
aquatic animals	live in	bodies
decomposition	increases	amount of nutrients in soil
amount	will decrease as	water in environment
soil	contains	nutrients for plants
barometer	measure	air pressure
amount	will decrease as	mileage
different crops	is	planted
pupa stage	is	stage
December	is during	summer
something	is	raw material required
types	have role In	food chain process
greenhouse effect	is	when carbon in air
nature	is	source
bee	is	pollinating animal
most predators	live near	environment
system	sends	observations
light	enters	eye
iron nails	are	made
nature	is source of	resources
characteristic	is	copied from parent to offspring
organism	is source of	matter
erosion	has	negative impact on environment
example	replacing	resource
thing	is made of	cells
source	is in	object
recycling nonrenewable resources	has	impact
pulley	is	used
glacier	is	made
storms	cause	bodies of water
most animals	avoid	bad odors
vehicle	passing	characteristics from parent
pasteurization	reduces	amount of bacteria
electricity	sending electricity through	conductor
amount	will decrease as	temperature in environment decreases
decrease	has	negative impact
ability	has	impact
transpiration	happens in	leaves
seeds	are	when spread from parent plant
freezing	changing from	liquid
source	is in	ecosystem
wind	move soil from	environments
mice	live in	fields
weed	is	pulled
metal	is	magnetic
greenhouse effect	is	when carbon
blood	absorbs oxygen in	lungs
water vapor cooling	causes	that water vapor condense
human	on	health
plastic	is	resource
amount	is in	milk
coloration	find	mate by animals
organism	is source of	material
moon	has	surface
coal	is	resource
food	adding	heat energy
ones side	receive	energy
example	is reducing	amount
stars	move during	night
example	is	body
pollen	sticks to	hummingbird
eyes	seeing by	animals
insect	of	life cycle
complete electrical circuit	is	source
magnet	is attracted to	metal magnet will stick
car engine	usually converts gasoline through	combustion
particles	tapping	two objects
bee	is	animal
something	has color as	its environment
nerves	are	made
feet	moving by	aquatic animals
star	is source of	energy
candle	causes	that candle burn
flowers	are source of	fruit
something	is added to	environment
hot substance	is touches	cold object
electricity	will flow through	circuit
canyon	occurs over	period of millions
stove	generates	heat for cooking
closed circuit	has	path
weather	is	stormy
desert environment	contains	little food
arctic environment	is	white
land	can	can formed by volcanoes
looking	causes	harm to eyes
revolution	takes	one Earth year
animal	adjust to	temperatures
animal	requires	energy
humans	live in	houses
water	dissolving substance in	water
coal mine	is	source
insect	is	pollinating animal
hot something	is	source
female birds	sit in	nests
harm	looking directly at	eclipse
eclipse	could happen during	moon
wood	is	thermal energy insulator
object	can	can seen
cloudy	means	presence of clouds
coral	lives in	water
population	will increase as	water increases
crop rotation	has	impact
large trees	reaching	ground
flood plains	are located near	rivers
fins	can	can used
events	usually cause	changes
stars	appear	move across sky
monkey births	live	young
bacteria	grow on	skin
chemical reactions	adding heat to	object
electrical conductor	is	plugged
chemical reactions	cause	substances
amount	will decrease as	activity
water	is	brackish
day	is	equal
roots	absorbing water from	soil into plant
falling water	produces	electricity
sun	appear	move across sky
wind	carry pollen from	one flower
cooking food	killing	bacteria
living thing	dies	then dead
hurricane	moves over	land
water	roots	food
material	be	recycled
tunnels	is in	soil
changes	are made in	response
object	reflects	light then
electric car	contains	motor
alternative fuel	is	resource
organism	requires	energy for growth
stinger	is used by	wasp
resources	decrease in	environment
toaster	converts	energy
number	is in	group
system	brings oxygen from	lungs
organism	is	source
polar bears	live in	environments
sun setting	occurs per	day
sediment	is in	flood plains
force	causes	speed of object
plant reproduction	requires	pollination
dew	is	formed
graduated cylinder	is	kind
kind	measuring	volume of liquids
binoculars	observing	distant objects
thing	is	made
something	is	material
seeds	stick to	fur
arctic environment	being	covered
recycling resources	has	positive impact
crops	is	when planted
shape	is	characteristic
plants	are	source
food	is cooked	then heat energy
cloudy	means	presence
Earth	being	tilted
stopwatch	is	used
light bulb	converts	electricity
something	is	material comes
population	will increase in	environment
mountains	are	formed
weathering	usually occurs over	period of years
shape	is	inherited characteristic
solution	is	made
tidal range	is	measure
something changes color	have	same color
pasteurization	reduces	amount in milk
rocks	sometimes contain	iron
means	changing from	solid
living thing	dies	dead
natural events	usually cause	changes
bird	building	nest
wood	is	resource
plants	control	amount
protein	is used to	repair cells
moon	is celestial object	closest
species	lose	their habitats
warm front	causes	weather
animal	is near	road
stars	move relative during	night
bird	is	pollinating
Punnett square	is	used
sunlight	split into	different colors
plant	requires	specific climate grow
bat births	live	young
minerals	are formed by	natural processes
vehicle	spreading	seeds
animals	move	themselves
looseness	has	impact
attraction	pulls	two objects
solar panel	converts sunlight into	electricity
plants	require	water
bears	live in	environments
devices	require	electrical energy
something	is	color
characteristic	is	when copied by DNA
characteristic	is	when passed to offspring
substances	chemically causes	reactions
predators	live in	same environment
skills	are learned	characteristics
populations	will increase as	water increases
oceans	cover	70 %
snowy	means	large amount
minerals	are formed by	geological processes
members	are	born
rings	will become as	amount of water
producer	produces	its food
plant stem	contains	system of tubes
they	are	played
hemisphere	is	when tilted towards sun
line graph	showing change over	time
deer	lives in	forest
clouds	are formed by	water vapor rising
ice	causes	rocks
shelf	is	located
birds	sometimes eat	seeds
landfills	have	impact
hares	live in	fields
lung	converts from	oxygen
water	is	renewable resource
season	occurs	four times
liquid	can push	objects
fuels	are formed by	dead organisms
example	is	growing fur
water	absorbs	energy
solar system	contains	moon
photosynthesis	makes	food
circuit	is source of	energy
humans	pollute	environment
wood	is	renewable
conductor	is vehicle for	flow of electricity
things	using	microscope
light bulb	sending	electricity
claws	catch	prey
sugars	are	transported
pollution	is	source
vegetation	compacted by	soil
changing	can cause	phase changes
container	is	pushed
Earth	to	surface
sun	is located overhead at	noon
organism	can survive without	help
fuel	is	usually renewable resource
photosynthesis	makes	energy for plant
car engine	usually converts	gasoline
sedimentary rocks	are formed together from	sediment compacting
grassland environment	receives	rainfall than desert
tape measure	is	used
substance	absorbs	energy
seconds	measure	time
earth	has	mass than moon
changes	peat into	coal
something	look	different
animals	usually distance	themselves
volcanoes	are	often found
wood	is	energy
small things	using	microscope
volume	used for	values
ability	increases as	ability
something	is	material
fins	move quickly through	water
characteristic	is	when passed
wind	move	soil
sandbar	is	formed downstream
something	revolves around	something
number	is	inherited
sweat	cool	body
sandbar	is	formed
camouflage	is kind of	protection
water	is	electrical
system	removes waste from	body
soda	can	can made
rainfall	is amount of	rain area
object	causes	that object
thing	dies	then dead
sound	can	can used for communication
magnet	attracts	ferromagnetic metals
dew	is	formed
electrical energy	produce	light
landfills	have	negative impact
green plant	has	role
magnet	attracts metals through	magnetism
something	is	raw material
amount	is in	soil
carbon dioxide	can	can found in air
camouflage	can	can used for hunting
energy	is	resource
beak	catching prey by	birds
hemisphere	is	tilted away
electricity	moving	charged particles
glass	see	small things
debris	breaking	apart rocks
plasma	is formed by	electrons separating from atoms
dense forest environment	is	dark
example	is	water vapor
rain	has	impact
cooking food	adding	heat energy
animal thick fur	keeping	warm
revolution	takes	one solar year
jet streams	may deflect	air masses moved
organism	requires energy for	repair
rocks	often contain	amounts
gills	are used by	aquatic animals
vehicle	transporting water from	roots rest plant
system	protects	internal organs
ferrous metals	contain	iron
example	is	salmon
nervous system	is	electric conductor
light bulb	converts	energy
bee	is	pollinating
seismograph	measuring	size
desert environment	usually has	lot
grey clouds	are	source
camouflage	can	can used
example	is	growing thick fur
amount	will decrease as	available water
gills	are used by	animals
skinny beak	obtaining	food
freezing	means	changing
wind	carries dirt from	one place
pollutions standard	is	kind
viruses	adding heat to	something
plants	are source of	fibers
eclipse	could only happen during	moon
spider web	is	used
ruler	measuring	length
stem	store	water
aluminum	is	recyclable
protein	is	used
organism	on	health
predator	eats animals for	food
example	is	animal thick fur
mineral	can	can scratched by fingernail
Earth	is	made
slope	is	measure
tree	is	source
roots	absorbing water from	soil
rocks	sometimes contain	aluminum
something	revolves else around	something
evaporation	adding	heat energy
rubber	is	thermal insulator
animal	usually requires	warm body temperature
population	is in	environment
example	is hitting	keys
Matter	has	variable shape
decomposer	recycles	nutrients
line graph	is	used
animal	eat	food
object	descends into	water
nerves	are made of	nerve cells
Punnett square	identify	percent chance
plants	performing	photosynthesis
organism	on	survival
metal	is	thermal
animal	will fly as	weight
humans discarding waste	causes	harm
beak	is	used
electricity	sending	electricity
habitat	can support	animals
recycling resources	has	positive impact on conservation
pushed	will change	shape
radiation	is	when transferred through waves
cycles	cause	ice wedging
cold environments	being	covered
food	is cooked	heat energy
means	changing from	solid liquid
energy	is	renewable resource
animals	may leave	that environment
lava	is found above	ground
seed dispersal	has	positive impact
shape	can	can discovered
mice	live in	ground
Earth	rotating on	its axis
air	is	vehicle
animals	have	food source
plant stem	is	vehicle
characteristic	is	when passed by DNA
nervous system	sends observations to	rest
chlorophyll	absorbing	energy
mammals	live	young
vehicle	spreading	seeds of plant
pollination	pollinating	animals
tidal energy	can	can used
evaporation	means	change
oil	is	nonrenewable
switch	is	when closed
thermal insulator	slows	transfer
humans	usually causes	harm animals
microscope	see	small things
dense forest environment	is	often dark
predator	eating	prey
evaporation	is	stage
top layer	contains	most nutrients
rubber	is	thermal
living underground	can	can used
flippers	are	used
mountains	are	formed
battery	is	active
land	can	can formed
organism	passes information from	itself
object	be	observed better
sound	can	can used
weather	means	weather
smoking	causes	direct damage to lungs
carbon steel	is	magnetic
planet	has	atmosphere
water vapor cooling	causes	that water vapor
layers	cover	remains of organisms
most predators	live near	same environment
condensing	causes	liquid
example	is avoiding	waste
humans	changing	environment
compass	is kind of	tool
Sun	occur on	its axis
fire	causes	burning
gasoline	is source of	pollution
freezing point solid	adding	salt
plant cells	can perform	photosynthesis
coloration	is	used
cropland water	enters	bodies of water
battery	is	source
water	is	resource
animal	requires	body temperature for survival
pressure	will increase as	depth increases
carbon dioxide concentrations	have increased dramatically over	last decade
wind	is	used
metal	is	sometimes magnetic
seismograph	is	used
rain	has	negative impact
electrocution	causes	harm
floating arrow	points towards	north
female insect	lays	eggs
kettle	is	formed
heavy rains	cause	flooding
plate	is	source
oil	is	resource
blood cell	destroys	pathogens
arctic environment	is	covered
example	protecting	environment
deep lakes	are	formed
crops	is	when planted on field
omnivores	are	predators
Earth	of	surface cause
rate	will increase as	temperature of liquid increases
distance	used for	values
mammal	usually nurses	its young
gasoline	is	source
limestone	is formed by	water
organisms	can	can preserved in sedimentary rock
solar energy	is	renewable resource
weed	is	destroyed
insulator	slows	flow
safety goggles	are	used
condition	are acquired	characteristics
winter	is in	hemisphere
forest environment	receives	more rainfall than desert
photosynthesis	converting	carbon dioxide
example	is	organism looking
forest	catches	fire
parks	limit	hunting
cows	only eat	plants
seeds	are	when spread
thing	becomes	cold
food	is	when available
something	is source of	heat
kind	measuring	size of earthquake
hemisphere	is tilted towards	sun
plants	convert into	oxygen
reflector	is	used
conductor	is	made
live birth	means	developing
continental shelf	is	located
plant	has	role
desert environment	has	lot
rainbow	is	formed
thick fur	keeping	warm
color	can	can discovered
bears	eat	insects
ability	has	positive impact
meter stick	is	used
long ears	releasing	heat
birds	eat	seeds
hemisphere	is	when tilted
offshore oil platforms	might cause	oil
force	will increase as	mass increases
bacteria	can cause	people
humans	building homes in	environment
magnetism	pointing by	compass
different moon phase	occurs per	once week
color	looking object at	that
ecosystem	contains	community of organisms
changes	stored	energy
object	will appear	large
plants	mimicking	sunlight
animal	sheds	its fur
something	is	material required
Earth	causes	sun
most canyons	flowing rivers over	periods
lunar surface	contains	many craters
battery	converts	chemical energy
ecosystem	contains	things
predators	live near	same environment
humans	causes	harm animals
reaction	increases	amount
lack	causes	starvation
tool	be	used
freezing point solid	adding salt to	solid
inherited characteristic	is	passed
two objects	have	same charge
muscles	pull	bones
quartz	is	made
Moon	completes	lunar cycle
metal	is	electrical
something	contains	amount of material
growing fur	keeping	warm
chemical reactions	cause	chemical change
something	is	material then comes directly
heat	change	remains of things
sonar	find	location of object
example	is	fur
wax	is	energy
explosions	can cause	harm to organism
rocks	contain	iron
nectar	is	used
example	replacing	natural resource
valley	is	formed
xylem	transports	materials
food	produce	energy
soil	is resource for	plants
organism	will become as	amount
claws	catch prey by	predators
electric car	uses	gasoline than regular car
mineral	is	when rubbed
body	receives	water
ocean	contains	large amounts
magnetic attraction	pulls together	two objects
object	will appear	larger
moon	orbits	Earth
illness	has	negative impact
magnet	is	attracted
layer	contains	most nutrients
season	occurs per	once year
soil	is	formed
number	estimate	age
complete revolution	takes	one solar year
amount	is	least
example	playing	instrument
stem	is	used
tree	is located near	sidewalk
otter	cracking	open clams
trees	are	renewable resource
humidity	is	amount
object	stay in	place
example	is	organism
clear weather	means	weather
car	uses	gasoline than regular car
hypothesis	means	guess about cause
vibrating matter	can produce	sound
island	is	formed
photosynthesis	makes	food for plant
water vapor	is	found
desert environment	is	dry
island	is	formed
example	is using once	object than
electrical devices	convert	electricity
migration	is	instinctive behavior
circuit	pushing	button
organisms	are source of	nutrients
available water	decreases in	environment
feet	are	used
green plants	provide	food
liquid	is boiling	then hot
insects	can have	impact
Sun	causes	seasons
stars	appear	move
insect	reaches	adult stage
organism	is	source
digestion	is	when stomach acid breaks
earthquake	causes	ground
birds	sometimes eat	berries
fat	keep	animals
water vapor	is	kind
mineral	is	then soft
animal	requires	nutrients for survival
machine	requires	mechanical energy
camera	is	used
example	is using	object than
glass	see	things
system	takes from	air
mimicry	avoiding	predators
environments	are	usually white
shower	is	source washing
producers	convert for	themselves
rocks	are	source
shelter	can protect	animals
layers	remains of	organisms
camouflage	is	used
carpet	absorbs	sound
looseness	increases	amount of oxygen
trees	block	sunlight
bird	is	animal
something	contains	amount
steam	is	kind
inherited characteristic	is	when passed
adulthood	is	stage
populations	is in	environment
friction	stopping	vehicle
smell	finding	food
animal	requires	shelter
circuit	has	path
object	reflects	blue light
animal	has	brain
something	has	color
things	require	respiration
greenhouse	is	used
organism	will become	thinner
example	is	salmon returning
length	is	characteristic
coal	produce	electricity
panel	converts sunlight into	electricity
recycling resources	has	impact on environment
smell	is	used
plant	absorbs	carbon dioxide
amphibians	hatch from	eggs
snowy	means	amount
skin	protecting	body
thermometer	is	used
fuels	are formed by	organisms
flowers	become	fruits
switch	is	closed
darkness	has	negative impact
scar	is	acquired
environment	being	covered
oil platforms	might cause	oil
color	is	characteristic
electric car	uses	less gasoline than car
camouflage	can	can used
bodies	increase	amount they
sunlight	can cause	rainbow
plant root	grows into	crack
money	using	less resources
Earth	on	axis
ecosystem	contains	large numbers
water	can	can used
something	is	material comes directly
organisms	live in	climates
tape measure	is	used
habitat	can support	living things
Himalayas	were	formed
octopuses	releasing	ink
Rotation	takes	one day
live birth	developing inside	mother
camouflage	hiding against	predators
amount	is in	environment
dairy	is	source
light bulb	converts electricity into	heat
ones side	receive	less energy
plasma	is formed by	electrons separating from atoms in stars
water	dissolving	substance
Matter	has	volume
exercise	has	positive impact
means	changing	whole into pieces
glaciers melting	has	impact
braking	can cause	skidding
nectar	attracting	pollinators
rocks	contain	large amounts
organisms	are	source
crust	is	layer
exercise	has	impact
succession	means	entire communities
ecosystem	contains	nonliving things
substance	absorbs	solar energy
star	is	made
flashlight	converts chemical energy into	energy
refraction	is	when light bends
insect	being	pupa
electric car	uses	gasoline
plants	are	source
desert environment	contains	very little food
eye color	is	characteristic
beach ball	contains	gas
conductor	is	vehicle
particles	hitting	object
sun	is	located directly overhead
leaf	can absorb	that
decomposition	increases	amount in soil
carnivores	are	predators
crop rotation	renews	soil
scale	measuring	weight
range	is measure of	distance from tide
decomposition	is	decomposer breaks down organisms
system	transports blood throughout	body
carbon dioxide concentrations	have increased dramatically over	decade
living things	require	water
desert environment	has	low rainfall
stalactites	are	formed
animals	live in	environment
decomposer	nutrients from	dead organisms
energy	produce	electricity
two substances	causes	chemical reactions
exposed	can cause	erosion
white blood cell	destroys	pathogens
recycling	has	positive impact
storms	bodies of	water
cells	perform	respiration
ethanol	is	sometimes made
reproduction	is	stage
resources	has	impact on environment
exposed	can cause	erosion of rocks
car	contains	electric motor
season	occurs per	once three months
ability	has	impact
something	cracking	something
eagles	eat	rabbits
object	undergoes	chemical change
exothermic reaction	increases	amount
animal	in	body
planets	orbit	stars
shower	is	source
birds	flying in	winter
eagles	eat	fish
amount	will decrease as	available water decreases
insect	lays	eggs
inherited characteristic	is	when copied
electric car	contains	electric motor
cycles	occur per	day
habitat	is	then destroyed
feet	moving by	animals
density	is measure over	volume
heat	is	transferred
kidney	removes	byproducts
lever	moving	objects
beads	are	formed
cavern	is	formed
lakes	are	formed
seismometer	is	used
plant light	is	used
decomposition	increases	amount of organic matter
electricity	completing	circuit
animal	requires	warm body temperature
mass	causes	pull
revolution	takes	1 month
predators	live near	environment
flashlight	emits	light
Grand Canyon	was	formed
Earth	being	tilted
object	has	temperature
objects	have	same charge
river	become	deeper
example	is	footprint
bird	is	pollinating animal
pollution	is source of	pollutants
something	is	raw
mammal	is	warm-blooded
disasters	can cause	animals
fossils	are	formed
system	protects	organs
trees	are	resource
oil	is	source
temperatures	cause	animals
Earth	rotating on	its axis
sunlight	becomes	available to plants
genes	are	vehicle
plants	die during	winter
telephones	convert	energy
squirrels	eat	plants
plants	are	source
switch	stop	flow of current
fossils	are	found
camouflage	is	used
inherited characteristic	is	copied
lava	is	found
bubble	contains	gas
wind	is	resource
meadow voles	eat	plants
role	is in	ecosystem
liquids	are	when heated
organism	eat	other organisms
tree	is	located
moon	has	surface
amount	is in	environment
height	is	inherited
complete electrical circuit	is source of	energy
ring	occurs per	once year
biofuel	produce	electricity
ones side	receive	energy than side
organism	has	prey
object	is	blue
dominant trait	will	will visible
decomposition	increases	amount of nutrients
decomposition	increases	amount of matter
melting point	adding salt to	liquid
substance	is touches	object
example	is	plants dying
pasteurization	reduces	amount
energy	is	resource
rainfall	is	amount
light	enters	eye
wind	carry	pollen
canyon	occurs over	period
animals	live in	bodies
closed circuit	has	continuous path
length	is	acquired characteristic
electric devices	require	energy
glaciers melting	has	negative impact
shape	is	inherited
plant	requires	seed dispersal
front	causes	weather
freezing point	adding	salt
lunar surface	contains	craters
scar	is	acquired characteristic
snow	falls in	environments
brick	is	electrical insulator
particles	scraping	object
weather	means	sunny weather
photosynthesis	converting	carbon dioxide
brass	is	made
Moon	completes	cycle
season	occurs per	three months
refraction	is	bends
mirror	reflects	light
alloys	are	made
mineral	can	can scratched
example	is using once	object
them	appear	bigger
stem	is	source
animal	requires	nutrients grow
skin	is	largest organ
solar eclipse	could only happen during	new moon
raccoons	live in	logs
circuit	has	continuous path
magnetism	can cause	objects
animal	requires	enough nutrients
aluminum	is	resource
inherited characteristic	is	passed
colors	are inherited	characteristics
matter	assumes	shape
living thing	becomes	too cold
eclipse	could only happen during	new moon
solar energy	is	resource
front	causes	cloudy weather
all	require energy for	survival
environments	are usually white in	color
earthquakes	fold	other
gas	is	resource
birds	eat	berries
moon	has	surface
algae	is	found
Sun	causes	seasons
landfills	have	impact
molecules	can cause	sound
tectonic plates	causes	earthquakes
forming	occurs over	period
feathers	are	energy insulator
compass	is	kind
friction	will increase as	moisture
soil	is	resource
habitat	is	removed
spider web	capture	food
Himalayas	were formed	folding
density	is	measure
soil	contains	nutrients
June	is during	summer
stinger	is	used
speed	is	measure
distance	used for	values
chemical reactions	adding	heat
flashlight	requires	source of electricity
sun	causes	water
squirrels	eat	edible plants
mass	causes	pull of gravity
folding object	causes	that object
types	have	role
lever	moving	heavy objects
ecosystem	contains	community
people	become	ill
birds	are	vehicle
electricity	moving	charges
temperature	is	measure
bees	eat	pollen
mimicry	avoiding predators by	animals
storms	can cause	landslide
sun	rising	causes cycles
Earth	causes	stars
seasons	cause	change to environment
bulb	requires	energy
plant	has	roots
computer	controls	robot
electrical circuit	is	source
fuel	is	renewable resource
thing	becomes	too cold
uneven heating	causes	convection
ecological succession	means	communities
length	is	acquired
electrical device	requires	electricity
force	causes	speed
friction	counter	motion
canyons	flowing through	erosion
vehicle	passing	characteristics
glaciers	cause scratches in	rocks
current	sending	electricity
arteries	transport nutrients throughout	body
feeders	attract	animals
something	is	learned
magma	is	found
temperatures	can cause	object
nectar	attracting pollinators by	plants
raccoons	eat	garbage
range	is	measure
pencil lead	contains	mineral graphite
blood	absorbs	oxygen
compass	is	used
decomposer	is	kind
meter stick	measure	length
humans	cause	pollution
metal	is	resource
seed dispersal	has	impact
animal	has	population
heat	change	remains
leaf	perform	photosynthesis
all	require	energy
plant	requires	climate
friction	causes	speed
touch	can	can used
sand dunes	are	made
carbon dioxide	can	can found
height	is	inherited characteristic
gas	is	source
solar energy	is	resource
star	is source through	reactions
electromagnets	can	can powered
wax	is	electrical insulator
peat	is	made
ability	has	impact
animals	move in	cycle
nerves	can	can used
metals	contain	iron
vehicle	passing	inherited characteristics
vehicle	transporting water from	roots
lizards	live in	desert habitats
soil	is	renewable resource
organism	requires	energy
flood plains	are	located
example	combining	substances
organism	has	energy levels
food	is in	ecosystem
stove	generates usually	heat
water	is	conductor
new predator	eating	prey
animal	relies on	plants
renewable resource	can	can replaced
plane	travels through	atmosphere
refracting sunlight	split into	colors
doorbell	converts	electrical energy
sedimentary rocks	are	formed
darkness	has	impact
national parks	limit	hunting
sunlight	split into	colors
object	is	blue then
pulley	lifting	objects
human	can pedal	bicycle
materials	conduct	heat
mirror	reflecting	light
birth	means	developing
breath	contains	water vapor
natural magnetism	pointing by	compass
amount	polluting	gasses
cylinder	is	kind
brick	is	electrical
egg	requires	warmth
thing	dies	dead
plane	raising	objects
coloration	is	inherited characteristic
type	is	inherited
hot substance	is touches	object
devices	require	energy
stars	appear	move
light bulb	requires	electrical energy
laser	is	used
ecosystem	contains	large community
ecological succession	means	entire communities
wind	is	renewable
something changes color	have	color
source	appear	brighter
polar bear	requires	cold environment
electricity	causes	less pollution
plant	requires	climate grow
seed	storing	food
friction	causes	speed of object
iron	is	always magnetic
green plants	performing	photosynthesis
organism	breaks down	sugar
plants	absorb nutrients from	soil
sunlight	causes	light
rocks	contain	aluminum
glaciers	depositing	rocks
squirrels	eat during	winter
Earth	has	magnetic patterns
producers	convert from	carbon dioxide
leaf	performs	photosynthesis
wood	is	thermal
wind	is	resource
telescope	observing	stars
example	combining	two substances
flexible container	is	pushed
wiring	requires	conductor
vehicles	emit	pollution
insulator	slows	transfer
Earth	has	tilt on axis
Earth	has	surface quickly
scientists	make	observations
phloem	transports	materials
simple machine	requires	mechanical energy
body	was	burned
squirrels	gather	nuts
substances	causes	reactions
plateau	is	formed
slope	causes	river
minerals	are	formed
things	reflect	light
tidal energy	produce	electricity
fruit	contains	seeds
organism	takes in	nutrients
forest environment	receives	rainfall than desert
cold temperatures	cause	animals
type	is	characteristic
large trees	block	sunlight
frog	burying	itself
animal	has	role
organism	on	survival
fuel	is	usually resource
something	is	source
producer	is	kind
graduated cylinder	measure	volume
vehicle	transporting	water
travelled	knowing	distance
sun	appear	move
its fur	becomes	dense
paper clip	is	made
reproduction	produces	offspring
mantle	is	layer
thermal conductor	is	made
balance	measuring	weight
roots	might crack	sidewalk
car engine	converts	gasoline
cells	perform	cellular respiration
Matter	has	definite shape
rotating	causes	cycles of day
example	is	clay mixed
flower	produces	pollen
earthworms	create	tunnels
mantle	is	located
bear	requires	cold environment
organism	on	survival
animal	requires air for	survival
scale	is	used
conductor	is	plugged
harm	looking at	eclipse
speed	is	measure
brass	is made of	copper
ring	occurs per	year
simple machine	requires	energy
plants	usually die during	winter
nutrients	are source of	energy
population	decreases to	zero
living things	require	respiration
animal	is	trained
moon	rising	occurs
characteristic	is	when copied
carbon dioxide concentrations	have increased over	last decade
bacteria	digest	food
Earth	has	surface
erosion	being	exposed
climate	is	usual kind
car	contains	motor
sun	is	source
hunting	requires	prey
trees	are	renewable
wax	is	electrical
example	collecting	data
organism	on	survival
example	avoiding	waste
oil	is	source
brick	is	insulator
preferences	are learned	characteristics
Earth	contains	ecosystems
electric current	completing	circuit
sun	is	source
conserving resources	has	impact
environments	are	white
inherited characteristic	is	when copied by DNA
animals	avoid	odors
craters	are formed by	asteroids
plants	provide	food
Sun	causes	seasons
living	causes	organism
fog	is	formed
plants	are	source
nuclear reactions	causes	stars
resources	has	positive impact
humans	kill	animals
magnetic attraction	pulls	two objects
devices	convert	electricity
temperatures	cause	animals
example	is	paw print
birds	are	predators
recycling resources	has	impact
sweat	adjusting by	animals
fire	destroys	plants
meters m	are	unit
raccoons	eat	waste
rings	will become	narrower
animals	require	water
wood	produce	heat
sunlight	contains	light
electric car	uses	less gasoline
glacier	causes	weathering
tape measure	measure	distance
trunk	is	source
seeds	are	spread
food	killing	bacteria
example	is laying	eggs
living thing	requires	nutrients
animal	loses	hair
ethanol	is	made
fur	keeping	warm
Matter	has	shape
